id,sku,kinds,stime,num,unit_price,total_price,longitude,latitude
2024100100000024,10537,A,2024-10-01,1,133.32,133.32,105.0,30.0
2024100100000024,10519,A,2024-10-01,1,193.38,193.38,125.0,45.0
2024100200000000,10597,E,2024-10-02,1,103.28,103.28,100.0,50.0
2024100200000000,10584,E,2024-10-02,1,283.94,283.94,100.0,45.0
2024100200000001,10516,D,2024-10-02,3,268.22,804.66,95.0,15.0
2024100200000001,10563,D,2024-10-02,1,180.34,180.34,85.0,25.0
2024100200000001,10539,D,2024-10-02,3,138.6,415.8,85.0,20.0
2024100200000001,10561,D,2024-10-02,1,262.09,262.09,115.0,20.0
2024100200000001,10559,D,2024-10-02,1,154.68,154.68,95.0,10.0
2024100200000002,10522,B,2024-10-02,1,120.27,120.27,125.0,35.0
2024100200000002,10561,B,2024-10-02,1,276.57,276.57,90.0,35.0
2024100200000002,10547,B,2024-10-02,1,219.03,219.03,115.0,50.0
2024100200000003,10522,A,2024-10-02,2,106.9,213.8,110.0,20.0
2024100200000004,10597,E,2024-10-02,1,191.66,191.66,115.0,45.0
2024100200000004,10571,E,2024-10-02,2,120.12,240.24,90.0,45.0
2024100200000005,10506,D,2024-10-02,1,94.19,94.19,90.0,45.0
2024100200000006,10551,A,2024-10-02,1,209.57,209.57,125.0,15.0
2024100200000006,10597,A,2024-10-02,1,210.1,210.1,125.0,50.0
2024100200000007,10565,F,2024-10-02,1,95.14,95.14,90.0,35.0
2024100200000007,10532,F,2024-10-02,1,145.19,145.19,95.0,45.0
2024100200000007,10580,F,2024-10-02,3,173.99,521.97,105.0,40.0
2024100200000008,10530,F,2024-10-02,1,191.84,191.84,110.0,20.0
2024100200000008,10511,F,2024-10-02,1,108.4,108.4,115.0,25.0
2024100200000008,10572,F,2024-10-02,3,142.96,428.88,125.0,30.0
2024100200000008,10577,F,2024-10-02,2,163.04,326.08,120.0,40.0
2024100200000008,10531,F,2024-10-02,1,303.03,303.03,80.0,35.0
2024100200000008,10602,F,2024-10-02,1,98.58,98.58,105.0,40.0
2024100200000009,10528,F,2024-10-02,1,211.57,211.57,115.0,15.0
2024100200000009,10500,F,2024-10-02,1,155.36,155.36,80.0,15.0
2024100200000009,10576,F,2024-10-02,1,187.34,187.34,90.0,10.0
2024100200000009,10593,F,2024-10-02,1,188.86,188.86,100.0,30.0
2024100200000009,10587,F,2024-10-02,1,158.1,158.1,90.0,15.0
2024100200000009,10558,F,2024-10-02,2,154.5,309.0,85.0,10.0
2024100200000010,10552,B,2024-10-02,1,172.35,172.35,115.0,25.0
2024100200000010,10575,B,2024-10-02,1,133.3,133.3,125.0,10.0
2024100200000011,10520,F,2024-10-02,2,141.38,282.76,105.0,10.0
2024100200000011,10530,F,2024-10-02,1,170.52,170.52,110.0,25.0
2024100200000012,10549,B,2024-10-02,1,175.26,175.26,130.0,30.0
2024100200000012,10519,B,2024-10-02,3,128.1,384.3,115.0,10.0
2024100200000012,10585,B,2024-10-02,2,123.8,247.6,115.0,10.0
2024100200000012,10590,B,2024-10-02,1,162.4,162.4,125.0,15.0
2024100200000012,10526,B,2024-10-02,1,172.27,172.27,100.0,15.0
2024100200000012,10605,B,2024-10-02,1,146.76,146.76,85.0,20.0
2024100200000013,10523,E,2024-10-02,1,171.88,171.88,85.0,10.0
2024100200000013,10547,E,2024-10-02,1,211.38,211.38,110.0,20.0
2024100200000014,10548,B,2024-10-02,1,151.72,151.72,95.0,15.0
2024100200000014,10593,B,2024-10-02,2,112.04,224.08,100.0,15.0
2024100200000014,10603,B,2024-10-02,1,167.59,167.59,105.0,35.0
2024100200000015,10567,E,2024-10-02,1,148.11,148.11,100.0,50.0
2024100200000016,10508,F,2024-10-02,1,177.71,177.71,75.0,45.0
2024100200000016,10503,F,2024-10-02,1,98.39,98.39,90.0,40.0
2024100200000017,10593,C,2024-10-02,1,112.04,112.04,110.0,35.0
2024100200000017,10516,C,2024-10-02,1,123.03,123.03,115.0,15.0
2024100200000017,10602,C,2024-10-02,1,210.23,210.23,115.0,25.0
2024100200000018,10593,F,2024-10-02,1,110.58,110.58,75.0,35.0
2024100200000018,10603,F,2024-10-02,2,203.26,406.52,80.0,20.0
2024100200000018,10582,F,2024-10-02,1,257.51,257.51,125.0,45.0
2024100200000018,10553,F,2024-10-02,1,111.73,111.73,95.0,25.0
2024100200000018,10572,F,2024-10-02,1,127.07,127.07,95.0,25.0
2024100200000018,10583,F,2024-10-02,1,137.67,137.67,100.0,10.0
2024100200000019,10589,F,2024-10-02,1,155.35,155.35,90.0,20.0
2024100201000020,10544,D,2024-10-02,1,94.99,94.99,105.0,10.0
2024100201000020,10516,D,2024-10-02,1,123.4,123.4,100.0,35.0
2024100201000021,10568,C,2024-10-02,1,109.1,109.1,100.0,50.0
2024100201000021,10519,C,2024-10-02,1,150.41,150.41,120.0,45.0
2024100201000022,10525,B,2024-10-02,1,192.09,192.09,80.0,20.0
2024100200000023,10501,E,2024-10-02,1,142.06,142.06,105.0,35.0
2024100200000023,10542,E,2024-10-02,1,123.47,123.47,80.0,10.0
2024100200000023,10562,E,2024-10-02,1,129.46,129.46,105.0,30.0
2024100200000024,10579,C,2024-10-02,1,139.95,139.95,100.0,45.0
2024100201000025,10563,A,2024-10-02,1,200.38,200.38,110.0,10.0
2024100200000026,10599,A,2024-10-02,1,114.13,114.13,105.0,45.0
2024100200000026,10598,A,2024-10-02,1,82.91,82.91,95.0,50.0
2024100200000026,10545,A,2024-10-02,2,188.5,377.0,105.0,15.0
2024100200000026,10588,A,2024-10-02,1,175.02,175.02,100.0,40.0
2024100200000026,10534,A,2024-10-02,1,104.18,104.18,110.0,30.0
2024100200000026,10550,A,2024-10-02,2,116.64,233.28,75.0,25.0
2024100201000027,10504,E,2024-10-02,1,155.78,155.78,100.0,40.0
2024100201000027,10538,E,2024-10-02,1,174.13,174.13,100.0,45.0
2024100201000027,10589,E,2024-10-02,1,123.69,123.69,105.0,35.0
2024100201000028,10554,F,2024-10-02,1,150.03,150.03,80.0,45.0
2024100201000028,10503,F,2024-10-02,2,98.39,196.78,120.0,45.0
2024100200000029,10579,D,2024-10-02,1,139.95,139.95,110.0,40.0
2024100200000029,10505,D,2024-10-02,1,259.06,259.06,110.0,30.0
2024100200000029,10597,D,2024-10-02,1,237.3,237.3,100.0,10.0
2024100200000029,10586,D,2024-10-02,1,149.63,149.63,75.0,40.0
2024100300000000,10505,E,2024-10-03,1,233.15,233.15,95.0,10.0
2024100300000000,10503,E,2024-10-03,1,126.5,126.5,120.0,15.0
2024100301000001,10546,A,2024-10-03,1,131.26,131.26,75.0,25.0
2024100301000001,10601,A,2024-10-03,1,150.59,150.59,95.0,20.0
2024100301000002,10573,C,2024-10-03,1,164.75,164.75,115.0,35.0
2024100301000002,10536,C,2024-10-03,1,89.12,89.12,85.0,20.0
2024100300000003,10567,D,2024-10-03,1,100.06,100.06,90.0,25.0
2024100300000003,10505,D,2024-10-03,1,161.54,161.54,105.0,35.0
2024100300000004,10557,D,2024-10-03,1,189.26,189.26,95.0,15.0
2024100301000005,10525,B,2024-10-03,1,132.66,132.66,110.0,40.0
2024100300000006,10593,B,2024-10-03,2,236.08,472.16,100.0,30.0
2024100300000006,10557,B,2024-10-03,1,221.29,221.29,110.0,50.0
2024100300000006,10520,B,2024-10-03,2,151.47,302.94,100.0,30.0
2024100300000006,10517,B,2024-10-03,2,158.78,317.56,85.0,40.0
2024100300000006,10605,B,2024-10-03,1,117.41,117.41,105.0,35.0
2024100300000007,10530,A,2024-10-03,1,213.15,213.15,90.0,20.0
2024100300000007,10528,A,2024-10-03,1,120.68,120.68,105.0,15.0
2024100300000008,10567,E,2024-10-03,1,166.63,166.63,100.0,50.0
2024100300000008,10604,E,2024-10-03,1,157.8,157.8,125.0,50.0
2024100300000008,10575,E,2024-10-03,2,155.74,311.48,100.0,40.0
2024100300000008,10577,E,2024-10-03,1,215.17,215.17,75.0,40.0
2024100300000008,10512,E,2024-10-03,1,153.3,153.3,100.0,15.0
2024100300000008,10515,E,2024-10-03,1,132.26,132.26,85.0,30.0
2024100300000009,10605,C,2024-10-03,2,146.76,293.52,85.0,20.0
2024100300000009,10584,C,2024-10-03,1,252.39,252.39,125.0,35.0
2024100301000010,10569,B,2024-10-03,2,133.49,266.98,110.0,35.0
2024100300000011,10566,B,2024-10-03,1,173.16,173.16,100.0,15.0
2024100300000011,10503,B,2024-10-03,1,127.18,127.18,100.0,10.0
2024100301000012,10519,F,2024-10-03,1,188.73,188.73,110.0,10.0
2024100301000012,10550,F,2024-10-03,1,116.64,116.64,90.0,15.0
2024100301000012,10564,F,2024-10-03,1,157.22,157.22,110.0,45.0
2024100301000013,10502,B,2024-10-03,3,95.79,287.37,110.0,45.0
2024100300000014,10534,C,2024-10-03,2,175.14,350.28,90.0,35.0
2024100300000014,10568,C,2024-10-03,1,100.08,100.08,85.0,10.0
2024100300000014,10506,C,2024-10-03,1,105.97,105.97,85.0,50.0
2024100301000015,10600,F,2024-10-03,1,103.11,103.11,75.0,30.0
2024100301000015,10564,F,2024-10-03,1,137.56,137.56,100.0,40.0
2024100301000016,10605,B,2024-10-03,2,112.46,224.92,100.0,45.0
2024100300000017,10565,B,2024-10-03,1,148.2,148.2,90.0,40.0
2024100300000017,10580,B,2024-10-03,1,173.99,173.99,105.0,35.0
2024100300000018,10561,D,2024-10-03,2,146.67,293.34,115.0,25.0
2024100300000018,10529,D,2024-10-03,2,111.12,222.24,105.0,45.0
2024100300000019,10559,C,2024-10-03,1,154.68,154.68,115.0,20.0
2024100301000020,10519,B,2024-10-03,1,188.73,188.73,115.0,15.0
2024100300000021,10531,F,2024-10-03,1,122.64,122.64,85.0,25.0
2024100300000021,10572,F,2024-10-03,2,111.19,222.38,120.0,20.0
2024100300000022,10506,C,2024-10-03,1,200.63,200.63,90.0,15.0
2024100300000022,10531,C,2024-10-03,1,336.7,336.7,110.0,30.0
2024100300000023,10553,A,2024-10-03,1,104.67,104.67,80.0,15.0
2024100300000023,10581,A,2024-10-03,1,89.74,89.74,100.0,10.0
2024100300000023,10501,A,2024-10-03,1,117.01,117.01,100.0,40.0
2024100300000024,10521,C,2024-10-03,1,140.22,140.22,100.0,10.0
2024100300000024,10501,C,2024-10-03,2,124.3,248.6,75.0,45.0
2024100301000025,10550,A,2024-10-03,1,140.7,140.7,110.0,25.0
2024100301000025,10539,A,2024-10-03,2,270.05,540.1,85.0,40.0
2024100300000026,10515,D,2024-10-03,3,205.2,615.6,120.0,25.0
2024100300000026,10589,D,2024-10-03,1,179.94,179.94,100.0,40.0
2024100300000026,10578,D,2024-10-03,2,105.39,210.78,115.0,50.0
2024100300000026,10550,D,2024-10-03,2,156.33,312.66,85.0,45.0
2024100300000027,10542,C,2024-10-03,1,109.75,109.75,120.0,10.0
2024100300000027,10592,C,2024-10-03,1,140.21,140.21,125.0,45.0
2024100300000027,10528,C,2024-10-03,1,211.57,211.57,80.0,40.0
2024100300000028,10523,F,2024-10-03,1,134.29,134.29,105.0,30.0
2024100300000028,10563,F,2024-10-03,1,244.56,244.56,110.0,30.0
2024100300000029,10548,B,2024-10-03,1,260.73,260.73,80.0,50.0
2024100300000029,10501,B,2024-10-03,1,177.57,177.57,120.0,40.0
2024100300000029,10600,B,2024-10-03,1,103.11,103.11,80.0,30.0
2024100300000029,10565,B,2024-10-03,1,164.67,164.67,95.0,30.0
2024100300000030,10529,D,2024-10-03,1,86.43,86.43,110.0,45.0
2024100300000031,10500,F,2024-10-03,2,199.75,399.5,125.0,45.0
2024100300000031,10587,F,2024-10-03,3,140.54,421.62,125.0,10.0
2024100300000032,10605,B,2024-10-03,1,146.76,146.76,110.0,25.0
2024100300000032,10542,B,2024-10-03,1,123.47,123.47,110.0,10.0
2024100300000033,10505,F,2024-10-03,1,161.54,161.54,75.0,35.0
2024100300000034,10547,E,2024-10-03,2,141.37,282.74,105.0,45.0
2024100301000035,10573,E,2024-10-03,2,226.68,453.36,110.0,10.0
2024100301000035,10582,E,2024-10-03,1,188.44,188.44,130.0,15.0
2024100300000036,10535,A,2024-10-03,1,143.27,143.27,85.0,35.0
2024100300000037,10591,B,2024-10-03,1,169.88,169.88,100.0,50.0
2024100300000037,10541,B,2024-10-03,1,110.31,110.31,120.0,25.0
2024100300000037,10511,B,2024-10-03,2,164.85,329.7,90.0,10.0
2024100301000038,10568,E,2024-10-03,1,96.98,96.98,80.0,40.0
2024100301000039,10544,D,2024-10-03,1,126.7,126.7,115.0,15.0
2024100300000040,10504,A,2024-10-03,2,159.02,318.04,90.0,10.0
2024100300000040,10594,A,2024-10-03,2,175.67,351.34,105.0,45.0
2024100300000040,10577,A,2024-10-03,1,163.04,163.04,105.0,35.0
2024100301000041,10500,F,2024-10-03,1,221.95,221.95,90.0,40.0
2024100301000041,10561,F,2024-10-03,1,235.88,235.88,105.0,25.0
2024100300000042,10539,B,2024-10-03,1,78.55,78.55,100.0,40.0
2024100300000042,10572,B,2024-10-03,1,158.84,158.84,85.0,40.0
2024100300000042,10503,B,2024-10-03,2,126.5,253.0,80.0,40.0
2024100300000042,10589,B,2024-10-03,1,179.94,179.94,100.0,40.0
2024100300000042,10585,B,2024-10-03,1,123.8,123.8,130.0,20.0
2024100300000043,10590,C,2024-10-03,1,97.77,97.77,120.0,40.0
2024100300000043,10524,C,2024-10-03,1,137.26,137.26,100.0,35.0
2024100300000043,10517,C,2024-10-03,1,223.0,223.0,85.0,45.0
2024100300000043,10590,C,2024-10-03,1,180.44,180.44,115.0,15.0
2024100300000044,10547,B,2024-10-03,1,164.41,164.41,120.0,10.0
2024100300000044,10523,B,2024-10-03,2,152.78,305.56,125.0,15.0
2024100301000045,10590,A,2024-10-03,1,109.99,109.99,105.0,45.0
2024100301000045,10566,A,2024-10-03,3,222.63,667.89,100.0,25.0
2024100300000046,10527,F,2024-10-03,1,116.67,116.67,115.0,10.0
2024100300000047,10533,B,2024-10-03,1,109.91,109.91,120.0,15.0
2024100300000047,10529,B,2024-10-03,2,111.12,222.24,115.0,35.0
2024100301000048,10599,A,2024-10-03,1,146.74,146.74,95.0,40.0
2024100301000049,10535,C,2024-10-03,1,143.27,143.27,100.0,20.0
2024100301000049,10580,C,2024-10-03,1,173.99,173.99,110.0,35.0
2024100401000000,10591,E,2024-10-04,1,129.87,129.87,80.0,20.0
2024100401000001,10519,E,2024-10-04,1,171.9,171.9,85.0,25.0
2024100400000002,10584,B,2024-10-04,1,283.94,283.94,85.0,30.0
2024100400000002,10523,B,2024-10-04,1,190.98,190.98,120.0,30.0
2024100400000002,10577,B,2024-10-04,2,215.17,430.34,115.0,35.0
2024100400000002,10545,B,2024-10-04,1,210.8,210.8,80.0,40.0
2024100400000002,10559,B,2024-10-04,1,135.34,135.34,85.0,25.0
2024100401000003,10599,F,2024-10-04,1,165.66,165.66,115.0,45.0
2024100400000004,10591,D,2024-10-04,1,130.29,130.29,100.0,10.0
2024100400000004,10562,D,2024-10-04,2,115.08,230.16,100.0,30.0
2024100400000004,10542,D,2024-10-04,1,137.19,137.19,95.0,10.0
2024100400000004,10542,D,2024-10-04,2,132.36,264.72,90.0,15.0
2024100400000004,10566,D,2024-10-04,2,222.63,445.26,100.0,40.0
2024100400000005,10601,B,2024-10-04,1,161.65,161.65,95.0,25.0
2024100400000005,10516,B,2024-10-04,1,123.4,123.4,100.0,50.0
2024100401000006,10507,E,2024-10-04,1,103.26,103.26,100.0,40.0
2024100401000006,10535,E,2024-10-04,1,133.13,133.13,120.0,45.0
2024100401000007,10509,B,2024-10-04,1,123.62,123.62,105.0,15.0
2024100400000008,10501,A,2024-10-04,1,134.69,134.69,110.0,25.0
2024100400000008,10559,A,2024-10-04,1,124.63,124.63,85.0,20.0
2024100401000009,10514,B,2024-10-04,1,178.11,178.11,100.0,40.0
2024100401000009,10579,B,2024-10-04,1,124.4,124.4,125.0,35.0
2024100400000010,10514,B,2024-10-04,1,142.99,142.99,115.0,25.0
2024100400000010,10524,B,2024-10-04,1,166.26,166.26,120.0,45.0
2024100400000010,10527,B,2024-10-04,1,81.67,81.67,115.0,30.0
2024100401000011,10563,E,2024-10-04,1,171.19,171.19,105.0,25.0
2024100401000011,10516,E,2024-10-04,1,137.11,137.11,100.0,35.0
2024100401000012,10508,D,2024-10-04,1,177.71,177.71,120.0,20.0
2024100400000013,10597,B,2024-10-04,1,129.1,129.1,100.0,40.0
2024100400000013,10531,B,2024-10-04,1,303.03,303.03,80.0,50.0
2024100400000014,10547,E,2024-10-04,2,243.37,486.74,100.0,45.0
2024100400000014,10512,E,2024-10-04,1,153.3,153.3,100.0,45.0
2024100400000014,10518,E,2024-10-04,1,161.22,161.22,95.0,20.0
2024100401000015,10509,A,2024-10-04,1,99.18,99.18,130.0,20.0
2024100400000016,10528,D,2024-10-04,2,126.59,253.18,90.0,40.0
2024100400000016,10503,D,2024-10-04,1,189.35,189.35,120.0,30.0
2024100401000017,10504,D,2024-10-04,1,118.33,118.33,85.0,40.0
2024100400000018,10512,F,2024-10-04,2,124.44,248.88,125.0,15.0
2024100400000019,10509,E,2024-10-04,1,99.18,99.18,90.0,15.0
2024100401000020,10591,F,2024-10-04,1,181.58,181.58,75.0,45.0
2024100401000020,10580,F,2024-10-04,1,137.23,137.23,125.0,40.0
2024100401000020,10539,F,2024-10-04,2,243.05,486.1,115.0,20.0
2024100400000021,10594,A,2024-10-04,1,218.54,218.54,80.0,40.0
2024100400000021,10571,A,2024-10-04,1,188.1,188.1,90.0,40.0
2024100400000021,10573,A,2024-10-04,1,190.78,190.78,105.0,10.0
2024100400000021,10553,A,2024-10-04,1,89.38,89.38,105.0,35.0
2024100400000021,10519,A,2024-10-04,1,167.76,167.76,80.0,20.0
2024100400000021,10543,A,2024-10-04,1,113.8,113.8,110.0,10.0
2024100401000022,10570,C,2024-10-04,1,101.77,101.77,80.0,30.0
2024100401000022,10542,C,2024-10-04,2,109.75,219.5,90.0,15.0
2024100401000022,10522,C,2024-10-04,1,106.9,106.9,105.0,25.0
2024100401000022,10581,C,2024-10-04,1,89.74,89.74,100.0,50.0
2024100401000022,10502,C,2024-10-04,1,126.94,126.94,105.0,30.0
2024100401000022,10602,C,2024-10-04,2,210.23,420.46,85.0,10.0
2024100500000000,10525,A,2024-10-05,2,168.0,336.0,85.0,25.0
2024100500000000,10591,A,2024-10-05,1,115.44,115.44,115.0,25.0
2024100500000000,10554,A,2024-10-05,1,70.9,70.9,90.0,20.0
2024100500000000,10605,A,2024-10-05,2,117.41,234.82,75.0,10.0
2024100500000000,10581,A,2024-10-05,1,102.56,102.56,100.0,20.0
2024100500000000,10508,A,2024-10-05,2,177.71,355.42,85.0,35.0
2024100500000001,10506,B,2024-10-05,1,140.26,140.26,75.0,45.0
2024100500000002,10568,A,2024-10-05,1,84.85,84.85,110.0,35.0
2024100500000003,10526,B,2024-10-05,2,172.27,344.54,100.0,20.0
2024100500000004,10517,B,2024-10-05,1,158.78,158.78,95.0,25.0
2024100501000005,10567,E,2024-10-05,1,112.56,112.56,90.0,10.0
2024100500000006,10525,D,2024-10-05,3,134.4,403.2,105.0,10.0
2024100500000006,10522,D,2024-10-05,1,100.79,100.79,105.0,25.0
2024100500000006,10582,D,2024-10-05,1,249.54,249.54,125.0,40.0
2024100500000007,10575,D,2024-10-05,2,133.3,266.6,95.0,40.0
2024100500000008,10559,A,2024-10-05,1,156.28,156.28,95.0,15.0
2024100500000008,10571,A,2024-10-05,2,133.47,266.94,105.0,45.0
2024100500000008,10539,A,2024-10-05,1,89.78,89.78,100.0,30.0
2024100500000009,10512,B,2024-10-05,2,138.27,276.54,110.0,15.0
2024100500000010,10585,B,2024-10-05,1,137.94,137.94,80.0,35.0
2024100500000010,10512,B,2024-10-05,1,137.97,137.97,100.0,10.0
2024100500000010,10522,B,2024-10-05,1,156.61,156.61,115.0,35.0
2024100500000010,10595,B,2024-10-05,1,148.2,148.2,95.0,25.0
2024100500000010,10584,B,2024-10-05,1,106.99,106.99,100.0,15.0
2024100500000011,10592,D,2024-10-05,1,140.21,140.21,105.0,45.0
2024100500000011,10571,D,2024-10-05,1,170.35,170.35,95.0,10.0
2024100500000012,10506,E,2024-10-05,1,140.26,140.26,105.0,10.0
2024100500000012,10564,E,2024-10-05,3,176.87,530.61,80.0,50.0
2024100500000012,10506,E,2024-10-05,1,200.63,200.63,95.0,15.0
2024100500000013,10564,F,2024-10-05,1,70.27,70.27,100.0,15.0
2024100500000014,10605,D,2024-10-05,1,128.53,128.53,95.0,20.0
2024100500000014,10577,D,2024-10-05,1,217.13,217.13,80.0,30.0
2024100501000015,10546,C,2024-10-05,3,146.01,438.03,125.0,50.0
2024100501000015,10511,C,2024-10-05,1,188.38,188.38,100.0,10.0
2024100501000015,10522,C,2024-10-05,1,156.61,156.61,130.0,20.0
2024100501000015,10541,C,2024-10-05,1,139.53,139.53,100.0,10.0
2024100501000015,10505,C,2024-10-05,1,207.25,207.25,115.0,50.0
2024100500000016,10572,F,2024-10-05,1,240.84,240.84,100.0,50.0
2024100500000016,10568,F,2024-10-05,2,135.47,270.94,90.0,20.0
2024100500000016,10503,F,2024-10-05,1,189.35,189.35,110.0,25.0
2024100500000016,10528,F,2024-10-05,2,135.76,271.52,105.0,45.0
2024100500000016,10516,F,2024-10-05,1,123.03,123.03,80.0,20.0
2024100500000016,10550,F,2024-10-05,2,125.06,250.12,110.0,35.0
2024100501000017,10517,D,2024-10-05,1,223.0,223.0,120.0,45.0
2024100501000017,10543,D,2024-10-05,1,147.38,147.38,85.0,45.0
2024100500000018,10557,B,2024-10-05,2,168.23,336.46,95.0,10.0
2024100500000019,10591,E,2024-10-05,1,132.13,132.13,100.0,35.0
2024100500000019,10546,E,2024-10-05,3,191.84,575.52,85.0,20.0
2024100500000020,10507,E,2024-10-05,3,91.78,275.34,80.0,30.0
2024100500000020,10563,E,2024-10-05,1,140.27,140.27,95.0,15.0
2024100600000000,10529,D,2024-10-06,1,209.89,209.89,75.0,35.0
2024100601000001,10503,F,2024-10-06,1,143.08,143.08,100.0,40.0
2024100601000001,10524,F,2024-10-06,1,154.42,154.42,100.0,20.0
2024100601000001,10512,F,2024-10-06,1,178.48,178.48,100.0,40.0
2024100601000001,10577,F,2024-10-06,2,144.93,289.86,110.0,40.0
2024100601000001,10564,F,2024-10-06,1,137.56,137.56,120.0,35.0
2024100601000001,10593,F,2024-10-06,2,101.27,202.54,105.0,25.0
2024100600000002,10519,E,2024-10-06,2,89.67,179.34,105.0,15.0
2024100600000003,10571,F,2024-10-06,1,170.35,170.35,95.0,35.0
2024100600000004,10506,C,2024-10-06,1,200.63,200.63,110.0,45.0
2024100600000004,10554,C,2024-10-06,1,91.15,91.15,100.0,35.0
2024100600000004,10548,C,2024-10-06,2,162.41,324.82,115.0,10.0
2024100600000005,10546,B,2024-10-06,1,146.01,146.01,75.0,45.0
2024100600000005,10596,B,2024-10-06,1,114.86,114.86,120.0,40.0
2024100600000005,10529,B,2024-10-06,2,262.36,524.72,85.0,40.0
2024100601000006,10529,A,2024-10-06,1,171.15,171.15,105.0,25.0
2024100601000006,10579,A,2024-10-06,1,139.95,139.95,80.0,25.0
2024100601000006,10511,A,2024-10-06,1,84.31,84.31,110.0,35.0
2024100601000006,10546,A,2024-10-06,2,116.68,233.36,120.0,40.0
2024100601000006,10512,A,2024-10-06,1,110.62,110.62,100.0,15.0
2024100601000006,10564,A,2024-10-06,2,87.84,175.68,100.0,40.0
2024100601000006,10518,A,2024-10-06,1,125.93,125.93,80.0,45.0
2024100600000007,10509,C,2024-10-06,1,164.57,164.57,95.0,20.0
2024100600000007,10555,C,2024-10-06,2,99.26,198.52,130.0,45.0
2024100600000007,10576,C,2024-10-06,1,132.68,132.68,100.0,15.0
2024100600000008,10563,E,2024-10-06,1,244.56,244.56,100.0,45.0
2024100600000008,10588,E,2024-10-06,1,102.6,102.6,110.0,45.0
2024100601000009,10601,A,2024-10-06,1,181.85,181.85,90.0,10.0
2024100600000010,10564,B,2024-10-06,1,157.22,157.22,85.0,10.0
2024100600000010,10591,B,2024-10-06,1,169.88,169.88,100.0,45.0
2024100600000010,10582,B,2024-10-06,1,249.54,249.54,130.0,25.0
